REF_AREA;Coğrafi Kapsam;FREQ;Gözlem Sıklığı;INDICATOR;İstatistiksel Gösterge;AY;Ay (DESC);YAKIT_TUR;Yakıt Türü;UNIT_MEASURE;Ölçü Birimi;Zaman (TIME_PERIOD);Gözlem;DONUSUM;Zaman Serisi Dönüşümü;ZAMAN_BICIMI;Zaman Formatı;UNIT_MULT;Birim Çarpanı;CONF_STATUS;Gizlilik Durumu;GOZLEM_DURUMU;Gözlem Durumu;ONDALIK;Ondalık Basamak Sayısı
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2022-07;9299;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2021-07;4280;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2020-07;1510;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2019-07;1051;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2018-07;912;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2017-07;696;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2016-07;603;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2015-07;490;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2014-07;363;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2013-07;347;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2012-07;102;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;5;Elektrik;PN;Sayı;2011-07;27;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2025-07;0.21;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2024-07;0.22;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2023-07;0.24;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2022-07;0.25;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2021-07;0.27;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2020-07;0.28;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2019-07;0.3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2018-07;0.32;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2017-07;0.35;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2016-07;0.38;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2015-07;0.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2014-07;0.46;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2013-07;0.52;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2012-07;0.6;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2011-07;0.82;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2010-07;1.Nis;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2009-07;Oca.26;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2008-07;Şub.26;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2007-07;2.Ağu;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2006-07;Mar.48;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PT;Yüzde;2005-07;Nis.66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2025-07;35426;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2024-07;35312;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2023-07;35467;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2022-07;35715;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2021-07;36137;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2020-07;36376;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2019-07;36990;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2018-07;39994;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2017-07;41336;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2016-07;42158;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2015-07;43217;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2014-07;44141;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2013-07;46541;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2012-07;50952;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2011-07;64952;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2010-07;75883;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2009-07;88086;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2008-07;150827;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2007-07;177060;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2006-07;209254;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M07;Temmuz;_U;Bilinmeyen;PN;Sayı;2005-07;260352;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2025-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2024-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2023-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2022-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2021-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2020-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2019-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2018-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2017-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2016-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2015-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2014-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2013-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2012-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2011-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2010-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2009-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2008-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2007-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2006-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PT;Yüzde;2005-08;100;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2025-08;16944312;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2024-08;15901404;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2023-08;14892825;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2022-08;14074317;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2021-08;13547020;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2020-08;12853573;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2019-08;12505020;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2018-08;12352497;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2017-08;11802713;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2016-08;11064655;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2015-08;10365257;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2014-08;9659550;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2013-08;9073773;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2012-08;8478001;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2011-08;7955365;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2010-08;7374747;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2009-08;6995474;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2008-08;6715463;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2007-08;6346121;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2006-08;6039374;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;_T;Toplam;PN;Sayı;2005-08;5624046;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2025-08;30.67;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2024-08;29.91;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2023-08;28.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2022-08;26.37;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2021-08;25.23;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2020-08;24.22;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2019-08;24.36;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2018-08;25.24;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2017-08;26.15;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2016-08;27;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2015-08;27.99;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2014-08;29.58;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2013-08;31.91;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2012-08;34.96;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2011-08;38.79;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2010-08;43.84;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2009-08;49.04;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2008-08;53.22;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2007-08;59.11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2006-08;64.04;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PT;Yüzde;2005-08;69.22;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2025-08;5196784;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2024-08;4756092;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2023-08;4189205;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2022-08;3711011;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2021-08;3417477;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2020-08;3113077;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2019-08;3046523;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2018-08;3117997;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2017-08;3086376;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2016-08;2987658;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2015-08;2901453;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2014-08;2857726;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2013-08;2895186;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2012-08;2963611;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2011-08;3086185;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2010-08;3232872;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2009-08;3430792;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2008-08;3574166;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2007-08;3751025;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2006-08;3867416;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;1;Benzinli;PN;Sayı;2005-08;3892720;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2025-08;33.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2024-08;34.66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2023-08;36.14;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2022-08;37.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2021-08;37.84;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2020-08;38.28;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2019-08;37.56;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2018-08;36.46;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2017-08;34.84;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2016-08;33.02;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2015-08;30.94;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2014-08;28.51;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2013-08;26.Ara;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M08;Ağustos;2;Dizel;PT;Yüzde;2012-08;23.51;;;;;;;;;;;;
