REF_AREA;Coğrafi Kapsam;FREQ;Gözlem Sıklığı;INDICATOR;İstatistiksel Gösterge;AY;Ay (DESC);YAKIT_TUR;Yakıt Türü;UNIT_MEASURE;Ölçü Birimi;Zaman (TIME_PERIOD);Gözlem;DONUSUM;Zaman Serisi Dönüşümü;ZAMAN_BICIMI;Zaman Formatı;UNIT_MULT;Birim Çarpanı;CONF_STATUS;Gizlilik Durumu;GOZLEM_DURUMU;Gözlem Durumu;ONDALIK;Ondalık Basamak Sayısı
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2018-03;4361118;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2017-03;3917696;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2016-03;3454600;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2015-03;3002063;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2014-03;2596444;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2013-03;2198440;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2012-03;1850298;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2011-03;1490188;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2010-03;1163475;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2009-03;985822;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2008-03;824605;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2007-03;622979;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2006-03;448975;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;2;Dizel;PN;Sayı;2005-03;267728;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2026-03;29.76;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2025-03;31.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2024-03;32.99;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2023-03;34.69;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2022-03;35.69;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2021-03;36.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2020-03;37.2;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2019-03;37.76;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2018-03;38.2;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2017-03;39.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2016-03;40.08;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2015-03;41.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2014-03;41.41;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2013-03;41.28;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2012-03;40.35;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2011-03;38.65;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2010-03;36.44;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2009-03;33.15;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2008-03;28.98;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2007-03;25.47;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2006-03;22.25;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PT;Yüzde;2005-03;16.75;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2026-03;5241479;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2025-03;5184993;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2024-03;5113424;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2023-03;5021418;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2022-03;4935674;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2021-03;4840950;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2020-03;4702086;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2019-03;4703790;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2018-03;4657974;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2017-03;4483642;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2016-03;4309363;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2015-03;4122029;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2014-03;3904953;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2013-03;3633734;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2012-03;3329903;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2011-03;2982088;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2010-03;2618284;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2009-03;2278304;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2008-03;1905356;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2007-03;1582465;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2006-03;1308919;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;6;LPG;PN;Sayı;2005-03;913381;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2026-03;Nis.38;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2025-03;Şub.82;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2024-03;Oca.66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2023-03;1.May;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2022-03;0.71;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2021-03;0.36;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2020-03;0.14;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2019-03;0.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2018-03;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2017-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2016-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2015-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2014-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2013-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PT;Yüzde;2012-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2026-03;770773;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2025-03;465427;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2024-03;257650;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2023-03;152123;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2022-03;98623;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2021-03;47410;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2020-03;17979;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2019-03;6152;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2018-03;1338;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2017-03;564;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2016-03;365;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2015-03;158;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2014-03;84;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2013-03;69;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;20;Hibrit;PN;Sayı;2012-03;29;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2026-03;Şub.32;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2025-03;Oca.32;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2024-03;0.64;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2023-03;0.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2022-03;0.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2021-03;0.03;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2020-03;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2019-03;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2018-03;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2017-03;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2016-03;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2015-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2014-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2013-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2012-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PT;Yüzde;2011-03;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2026-03;408314;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2025-03;218238;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2024-03;99759;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2023-03;19395;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2022-03;7603;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2021-03;3427;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2020-03;1320;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2019-03;993;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2018-03;801;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2017-03;649;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2016-03;584;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2015-03;439;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2014-03;356;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2013-03;328;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2012-03;48;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;5;Elektrik;PN;Sayı;2011-03;19;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2026-03;0.2;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2025-03;0.21;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2024-03;0.23;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2023-03;0.25;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2022-03;0.26;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2021-03;0.27;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2020-03;0.29;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2019-03;0.31;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2018-03;0.33;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2017-03;0.36;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2016-03;0.39;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2015-03;0.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2014-03;0.47;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2013-03;0.55;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2012-03;0.66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2011-03;0.9;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2010-03;1.Ara;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2009-03;Oca.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2008-03;Şub.45;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2007-03;3.Mar;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2006-03;Mar.81;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PT;Yüzde;2005-03;May.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2026-03;34951;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2025-03;35251;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2024-03;35346;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2023-03;35555;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2022-03;35785;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2021-03;36216;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2020-03;36413;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2019-03;38556;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2018-03;40402;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2017-03;41505;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2016-03;42433;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2015-03;42132;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2014-03;44773;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2013-03;48200;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_MKTS;Motorlu Kara Taşıtları Sayısı;M03;Mart;_U;Bilinmeyen;PN;Sayı;2012-03;54473;;;;;;;;;;;;
