REF_AREA;Coğrafi Kapsam;FREQ;Gözlem Sıklığı;INDICATOR;İstatistiksel Gösterge;AY;Ay (DESC);UNIT_MEASURE;Ölçü Birimi;MARKA;Marka (DESC);Zaman (TIME_PERIOD);Gözlem;DONUSUM;Zaman Serisi Dönüşümü;ZAMAN_BICIMI;Zaman Formatı;UNIT_MULT;Birim Çarpanı;CONF_STATUS;Gizlilik Durumu;GOZLEM_DURUMU;Gözlem Durumu;ONDALIK;Ondalık Basamak Sayısı
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PT;Yüzde;_O;Diğer;2021-04;0.91;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PT;Yüzde;_O;Diğer;2022-04;1.19;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PT;Yüzde;_O;Diğer;2023-04;0.86;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PT;Yüzde;_O;Diğer;2024-04;4.96;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PT;Yüzde;_O;Diğer;2025-04;4.82;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2005-04;36605;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2006-04;34322;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2007-04;25160;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2008-04;34539;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2009-04;37892;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2010-04;39205;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2011-04;51123;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2012-04;42831;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2013-04;55297;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2014-04;40588;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2015-04;68990;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2016-04;64570;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2017-04;54535;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2018-04;55144;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2019-04;29927;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2020-04;19660;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2021-04;55733;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2022-04;51926;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2023-04;67712;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2024-04;64694;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;_T;Toplam;2025-04;80369;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2005-04;81;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2006-04;44;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2007-04;37;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2008-04;45;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2009-04;38;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2010-04;28;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2011-04;66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2012-04;54;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2013-04;112;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2014-04;35;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2015-04;68;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2016-04;68;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2017-04;40;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2018-04;18;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2019-04;27;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2020-04;3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2021-04;13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2022-04;5;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2023-04;195;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2024-04;66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;10680;ALFA ROMEO;2025-04;108;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2005-04;281;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2006-04;368;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2007-04;451;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2008-04;619;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2009-04;519;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2010-04;1127;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2011-04;1292;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2012-04;1225;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2013-04;1179;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2014-04;1253;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2015-04;2092;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2016-04;1622;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2017-04;1405;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2018-04;1601;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2019-04;609;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2020-04;604;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2021-04;1168;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2022-04;1165;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2023-04;2026;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2024-04;1037;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;11560;AUDI;2025-04;1946;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2007-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2008-04;3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2009-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2010-04;3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2011-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2012-04;2;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2013-04;11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2014-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2017-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2018-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2019-04;1;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2020-04;3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2021-04;5;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2022-04;2;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2024-04;3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12230;BENTLEY;2025-04;5;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2005-04;401;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2006-04;402;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2007-04;343;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2008-04;411;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2009-04;530;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2010-04;509;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2011-04;1380;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2012-04;955;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2013-04;1541;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2014-04;1960;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2015-04;2728;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2016-04;2287;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2017-04;902;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2018-04;1450;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2019-04;614;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2020-04;934;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2021-04;1062;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2022-04;1106;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2023-04;2115;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2024-04;1189;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;12640;BMW;2025-04;3069;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13210;BYD;2024-04;189;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13210;BYD;2025-04;4284;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2008-04;164;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2009-04;366;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2010-04;92;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2011-04;105;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2012-04;8;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2013-04;3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2023-04;916;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2024-04;6001;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13620;CHERY;2025-04;2914;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2005-04;1076;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2006-04;421;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2007-04;266;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2008-04;452;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2009-04;1072;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2010-04;1331;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2011-04;1994;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2012-04;1877;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2013-04;1351;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2014-04;31;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2015-04;4;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M04;Nisan;PN;Sayı;13650;CHEVROLET;2016-04;2;;;;;;;;;;;;
