REF_AREA;Coğrafi Kapsam;FREQ;Gözlem Sıklığı;INDICATOR;İstatistiksel Gösterge;AY;Ay (DESC);UNIT_MEASURE;Ölçü Birimi;MARKA;Marka (DESC);Zaman (TIME_PERIOD);Gözlem;DONUSUM;Zaman Serisi Dönüşümü;ZAMAN_BICIMI;Zaman Formatı;UNIT_MULT;Birim Çarpanı;CONF_STATUS;Gizlilik Durumu;GOZLEM_DURUMU;Gözlem Durumu;ONDALIK;Ondalık Basamak Sayısı
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;24820;PEUGEOT;2025-05;6.75;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2005-05;0.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2006-05;0.06;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2007-05;0.11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2008-05;0.12;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2009-05;0.09;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2010-05;0.07;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2011-05;0.18;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2012-05;0.3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2013-05;0.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2014-05;0.11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2015-05;0.11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2016-05;0.11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2017-05;0.06;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2018-05;0.12;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2019-05;0.14;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2020-05;0.15;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2021-05;0.18;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2022-05;0.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2023-05;0.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2024-05;0.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25070;PORSCHE;2025-05;0.14;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2005-05;20.41;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2006-05;17.25;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2007-05;16.38;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2008-05;16.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2009-05;18.19;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2010-05;14.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2011-05;14.76;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2012-05;11.99;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2013-05;13.49;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2014-05;13.26;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2015-05;11.57;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2016-05;16.45;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2017-05;15.08;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2018-05;16.65;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2019-05;13.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2020-05;19.08;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2021-05;13.35;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2022-05;16.24;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2023-05;12.33;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2024-05;9.51;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25610;RENAULT;2025-05;9.8;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25960;ROVER;2005-05;0.03;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;25960;ROVER;2006-05;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26040;SAAB;2005-05;0.03;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26040;SAAB;2006-05;0.03;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26040;SAAB;2007-05;0.03;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26040;SAAB;2008-05;0.02;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26040;SAAB;2009-05;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26040;SAAB;2011-05;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2005-05;1.52;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2006-05;2.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2007-05;0.79;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2008-05;0.84;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2009-05;0.74;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2010-05;1.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2011-05;1.08;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2012-05;0.74;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2013-05;1.48;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2014-05;1.94;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2015-05;2.62;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2016-05;2.37;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2017-05;2.89;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2018-05;2.23;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2019-05;1.21;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2020-05;2.19;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2021-05;3.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2022-05;1.8;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2023-05;0.96;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2024-05;0.99;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;26630;SEAT;2025-05;0.91;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2005-05;1.71;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2006-05;1.32;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2007-05;1.3;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2008-05;1.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2009-05;0.9;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2010-05;1.29;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2011-05;1.08;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2012-05;1.66;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2013-05;2.15;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2014-05;3.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2015-05;3.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2016-05;3.68;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2017-05;2.68;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2018-05;3.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2019-05;2.97;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2020-05;0.91;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2021-05;5.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2022-05;2.67;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2023-05;3.63;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2024-05;4;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27200;SKODA;2025-05;4.53;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2005-05;0.04;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2008-05;0.02;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2009-05;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2010-05;0.02;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2011-05;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2012-05;0.02;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2013-05;0.02;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2014-05;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2015-05;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2016-05;0.04;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2017-05;0.03;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2018-05;0;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2019-05;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27250;SMART;2020-05;0.01;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2016-05;0.25;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2017-05;0.15;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2018-05;0.24;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2019-05;0.17;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2020-05;0.16;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2021-05;0.13;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2022-05;0.11;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2023-05;0.19;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2024-05;0.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27760;SUBARU;2025-05;0.05;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2005-05;0.28;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2006-05;0.68;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2007-05;1.4;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2008-05;1.06;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2009-05;0.36;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2010-05;0.42;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2011-05;0.21;;;;;;;;;;;;
TR;Türkiye;M;Aylık;U_TKYMKTS;Trafiğe Kaydı Yapılan Motorlu Kara Taşıtların Sayısı;M05;Mayıs;PT;Yüzde;27880;SUZUKI;2012-05;0.26;;;;;;;;;;;;
